Age,Gender,Item_Purchased,Category,Purchase_Amount_(USD),Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,Frequency_Purch_per_year,Subscription_Num,Latitude,Longitude
32,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,5,Cash,Fortnightly,26,1,38.4758406,-80.8408415
37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,Venmo,Next Day Air,Yes,Yes,10,Cash,Every 3 Months,4,1,43.9792797,-120.737257
31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months,4,1,42.3788774,-72.032366
44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months,4,1,38.4758406,-80.8408415
40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Debit Card,Standard,Yes,Yes,17,Bank Transfer,Weekly,52,1,36.7014631,-118.755997
27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Credit Card,Standard,Yes,Yes,44,PayPal,Monthly,12,1,38.7251776,-105.607716
47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,PayPal,Next Day Air,Yes,Yes,44,Cash,Monthly,12,1,40.3270127,-86.1746933
41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,4,1,38.6920451,-75.4013315
51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Cash,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly,26,1,40.2253569,-82.6881395
53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months,4,1,34.9550817,-97.2684063
43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,19,Cash,Monthly,12,1,36.7014631,-118.755997
67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,PayPal,Express,Yes,Yes,33,Credit Card,Quarterly,4,1,43.4849133,-71.6553992
61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Cash,Standard,Yes,Yes,46,Cash,Bi-Weekly,26,1,40.9699889,-77.7278831
68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Bi-Weekly,26,1,43.6447642,-114.015407
67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,23,Venmo,Annually,1,1,39.5162401,-76.9382069
29,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Cash,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months,4,1,40.9699889,-77.7278831
50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Debit Card,Standard,Yes,Yes,2,Bank Transfer,Quarterly,4,1,38.7251776,-105.607716
61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Credit Card,Express,Yes,Yes,21,Debit Card,Bi-Weekly,26,1,40.3270127,-86.1746933
19,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Debit Card,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months,4,1,41.7370229,-99.5873816
33,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,PayPal,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months,4,1,41.7962409,-71.5992372
51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,45,Credit Card,Weekly,52,1,38.27312,-98.5821872
69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4.0,Yes,Credit Card,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly,26,1,32.3293809,-83.1137366
19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Bank Transfer,Standard,Yes,Yes,48,PayPal,Bi-Weekly,26,1,39.5158825,-116.853722
55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Venmo,Express,Yes,Yes,21,PayPal,Annually,1,1,33.6874388,-80.4363743
49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4.0,Yes,Venmo,Next Day Air,Yes,Yes,1,Venmo,Weekly,52,1,38.6920451,-75.4013315
31,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Credit Card,Standard,Yes,Yes,10,Venmo,Annually,1,1,43.4849133,-71.6553992
42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Venmo,Express,Yes,Yes,24,PayPal,Monthly,12,1,43.9792797,-120.737257
69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly,12,1,42.3788774,-72.032366
26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Annually,1,1,44.5990718,-72.5002608
41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,33,Debit Card,Annually,1,1,32.9715285,-89.7348497
55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Venmo,Store Pickup,Yes,Yes,27,Cash,Fortnightly,26,1,38.8950368,-77.0365427
35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Venmo,Next Day Air,Yes,Yes,19,Venmo,Fortnightly,26,1,43.1700264,-107.568534
66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Bank Transfer,Express,Yes,Yes,50,Debit Card,Quarterly,4,1,45.9896587,-94.6113288
36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Bank Transfer,Standard,Yes,Yes,46,PayPal,Weekly,52,1,40.2253569,-82.6881395
27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,PayPal,2-Day Shipping,Yes,Yes,28,Cash,Quarterly,4,1,33.6874388,-80.4363743
41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Cash,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months,4,1,44.4308975,-89.6884637
21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly,26,1,35.7730076,-86.2820081
53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Venmo,Express,Yes,Yes,41,PayPal,Monthly,12,1,39.5162401,-76.9382069
54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,Credit Card,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,1,1,32.9715285,-89.7348497
53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly,26,1,45.9896587,-94.6113288
47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months,4,1,64.4459613,-149.680909
64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly,26,1,35.2048883,-92.4479108
18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Venmo,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months,4,1,43.9792797,-120.737257
68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Venmo,Next Day Air,Yes,Yes,37,Cash,Weekly,52,1,30.8703881,-92.007126
62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Credit Card,Express,Yes,Yes,15,Venmo,Bi-Weekly,26,1,34.9550817,-97.2684063
51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Debit Card,Standard,Yes,Yes,19,Venmo,Bi-Weekly,26,1,40.3270127,-86.1746933
54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Credit Card,Fortnightly,26,1,32.9715285,-89.7348497
22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,35,Credit Card,Weekly,52,1,43.6211955,-84.6824346
53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months,4,1,38.6920451,-75.4013315
34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Venmo,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,1,1,27.7567667,-81.4639835
32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,PayPal,Next Day Air,Yes,Yes,41,Venmo,Fortnightly,26,1,35.2048883,-92.4479108
64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,PayPal,Free Shipping,Yes,Yes,27,Venmo,Weekly,52,1,45.9896587,-94.6113288
20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly,26,1,47.6201461,-100.540737
24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,23,Venmo,Annually,1,1,36.7014631,-118.755997
20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,19,Venmo,Monthly,12,1,32.9715285,-89.7348497
42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Debit Card,Standard,Yes,Yes,6,PayPal,Quarterly,4,1,40.9699889,-77.7278831
48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,PayPal,Free Shipping,Yes,Yes,6,PayPal,Quarterly,4,1,34.395342,-111.763275
62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,20,Venmo,Weekly,52,1,30.8703881,-92.007126
62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,8,Cash,Weekly,52,1,37.1232245,-78.4927721
50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly,4,1,47.3752671,-109.638757
57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Cash,Store Pickup,Yes,Yes,39,Credit Card,Quarterly,4,1,41.9216734,-93.3122705
24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Debit Card,Express,Yes,Yes,39,Venmo,Bi-Weekly,26,1,40.0796606,-89.4337288
59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Cash,Express,Yes,Yes,23,Credit Card,Monthly,12,1,64.4459613,-149.680909
63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Cash,Express,Yes,Yes,41,PayPal,Bi-Weekly,26,1,38.7251776,-105.607716
41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,Cash,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,1,1,34.5802074,-105.996047
35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Cash,Free Shipping,Yes,Yes,30,Debit Card,Quarterly,4,1,38.7251776,-105.607716
34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Debit Card,Standard,Yes,Yes,32,Bank Transfer,Quarterly,4,1,34.395342,-111.763275
49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,35,Bank Transfer,Monthly,12,1,19.593801499999998,-155.42837009716908
43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,PayPal,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,26,1,40.0796606,-89.4337288
63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly,26,1,30.8703881,-92.007126
38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,PayPal,Express,Yes,Yes,45,Cash,Weekly,52,1,41.9216734,-93.3122705
59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,Cash,2-Day Shipping,Yes,Yes,29,Cash,Quarterly,4,1,38.8950368,-77.0365427
35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Cash,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,26,1,34.9550817,-97.2684063
48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,36,Bank Transfer,Annually,1,1,38.8950368,-77.0365427
64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,9,Cash,Annually,1,1,35.2048883,-92.4479108
28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly,26,1,41.6500201,-72.7342163
60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,PayPal,Express,Yes,Yes,41,PayPal,Annually,1,1,38.8950368,-77.0365427
27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months,4,1,45.709097,-68.8590201
56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,PayPal,Express,Yes,Yes,37,Venmo,Fortnightly,26,1,43.6211955,-84.6824346
58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Venmo,Express,Yes,Yes,3,PayPal,Annually,1,1,35.7730076,-86.2820081
30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,PayPal,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months,4,1,30.8703881,-92.007126
23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Debit Card,Standard,Yes,Yes,49,Credit Card,Bi-Weekly,26,1,38.7604815,-92.5617875
33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Venmo,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly,12,1,43.6211955,-84.6824346
63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Bank Transfer,Express,Yes,Yes,42,Debit Card,Monthly,12,1,33.2588817,-86.8295337
70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,32,Cash,Fortnightly,26,1,42.3788774,-72.032366
70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,PayPal,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly,26,1,40.3270127,-86.1746933
19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Cash,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly,4,1,38.4758406,-80.8408415
25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,44,Venmo,Monthly,12,1,43.6211955,-84.6824346
19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Cash,Express,Yes,Yes,35,Credit Card,Every 3 Months,4,1,40.9699889,-77.7278831
25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Bank Transfer,Standard,Yes,Yes,45,Bank Transfer,Weekly,52,1,64.4459613,-149.680909
60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Credit Card,Standard,Yes,Yes,37,PayPal,Bi-Weekly,26,1,42.3788774,-72.032366
35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,Venmo,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months,4,1,47.6201461,-100.540737
46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Credit Card,Free Shipping,Yes,Yes,30,Cash,Every 3 Months,4,1,44.5990718,-72.5002608
41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months,4,1,37.5726028,-85.1551411
30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months,4,1,39.5158825,-116.853722
44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Bank Transfer,Standard,Yes,Yes,49,Cash,Monthly,12,1,39.4225192,-111.714358
61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,40,Debit Card,Quarterly,4,1,47.6201461,-100.540737
55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,PayPal,Standard,Yes,Yes,40,Debit Card,Weekly,52,1,41.9216734,-93.3122705
50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5,PayPal,Weekly,52,1,41.6500201,-72.7342163
57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Venmo,Standard,Yes,Yes,5,PayPal,Monthly,12,1,44.4308975,-89.6884637
51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Cash,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,4,1,43.6447642,-114.015407
18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,1,Cash,Weekly,52,1,47.3752671,-109.638757
63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Debit Card,Standard,Yes,Yes,21,Venmo,Weekly,52,1,41.6500201,-72.7342163
34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Venmo,Express,Yes,Yes,18,PayPal,Annually,1,1,43.6447642,-114.015407
25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,PayPal,Free Shipping,Yes,Yes,49,Cash,Quarterly,4,1,35.2048883,-92.4479108
46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Venmo,Express,Yes,Yes,27,Debit Card,Weekly,52,1,41.9216734,-93.3122705
59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually,1,1,30.8703881,-92.007126
37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Cash,Store Pickup,Yes,Yes,19,Cash,Fortnightly,26,1,37.5726028,-85.1551411
49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Debit Card,Standard,Yes,Yes,23,Debit Card,Monthly,12,1,42.3788774,-72.032366
22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Bank Transfer,Standard,Yes,Yes,26,PayPal,Fortnightly,26,1,37.1232245,-78.4927721
64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,26,1,43.4849133,-71.6553992
42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,4,1,43.4849133,-71.6553992
37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Bank Transfer,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly,26,1,43.9792797,-120.737257
26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Venmo,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly,26,1,44.6471761,-100.348761
33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Venmo,Express,Yes,Yes,37,Debit Card,Quarterly,4,1,38.6920451,-75.4013315
30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,PayPal,Express,Yes,Yes,9,Venmo,Bi-Weekly,26,1,38.7604815,-92.5617875
21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Debit Card,Express,Yes,Yes,7,Venmo,Every 3 Months,4,1,64.4459613,-149.680909
22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Bank Transfer,Standard,Yes,Yes,25,Bank Transfer,Annually,1,1,27.7567667,-81.4639835
63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Venmo,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly,26,1,32.9715285,-89.7348497
33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,19,Debit Card,Weekly,52,1,34.5802074,-105.996047
43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Debit Card,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months,4,1,36.7014631,-118.755997
27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,PayPal,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly,26,1,43.1700264,-107.568534
35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Cash,Express,Yes,Yes,43,PayPal,Monthly,12,1,38.7604815,-92.5617875
37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Cash,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months,4,1,43.4849133,-71.6553992
61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Cash,Standard,Yes,Yes,33,Debit Card,Fortnightly,26,1,31.2638905,-98.5456116
32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,PayPal,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,4,1,47.6201461,-100.540737
62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months,4,1,35.2048883,-92.4479108
29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months,4,1,41.7370229,-99.5873816
41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Venmo,Express,Yes,Yes,46,PayPal,Every 3 Months,4,1,45.9896587,-94.6113288
48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Venmo,Standard,Yes,Yes,28,Venmo,Fortnightly,26,1,42.3788774,-72.032366
43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,30,PayPal,Fortnightly,26,1,35.2048883,-92.4479108
34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Cash,Express,Yes,Yes,28,Cash,Bi-Weekly,26,1,43.4849133,-71.6553992
45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,26,1,41.7962409,-71.5992372
65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Venmo,Express,Yes,Yes,39,Bank Transfer,Every 3 Months,4,1,40.0757384,-74.4041622
61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly,26,1,47.3752671,-109.638757
18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months,4,1,38.7251776,-105.607716
47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,PayPal,Store Pickup,Yes,Yes,28,PayPal,Annually,1,1,41.7370229,-99.5873816
56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,4,1,45.9896587,-94.6113288
64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Cash,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly,26,1,45.9896587,-94.6113288
26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,26,1,44.6471761,-100.348761
22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,4,1,38.4758406,-80.8408415
64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Debit Card,Express,Yes,Yes,21,Debit Card,Quarterly,4,1,39.5158825,-116.853722
21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,PayPal,Free Shipping,Yes,Yes,36,Cash,Weekly,52,1,35.6729639,-79.0392919
67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Debit Card,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly,26,1,40.0796606,-89.4337288
46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Credit Card,Standard,Yes,Yes,4,Venmo,Monthly,12,1,43.6211955,-84.6824346
40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,47,Credit Card,Annually,1,1,43.6211955,-84.6824346
51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Venmo,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly,52,1,34.9550817,-97.2684063
35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly,4,1,44.6471761,-100.348761
56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Quarterly,4,1,34.9550817,-97.2684063
25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,5,Venmo,Annually,1,1,39.5162401,-76.9382069
65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Credit Card,Free Shipping,Yes,Yes,1,Credit Card,Monthly,12,1,40.2253569,-82.6881395
